land_id,land_name,ride_id,ride_name,is_open,wait_time,last_update,park_name
60,Liberty Square,356,The Hall of Presidents,False,0,2025-01-24T20:56:27.000Z,disneymagickingdom
61,"Main Street, U.S.A.",1188,Main Street Vehicles,False,0,2025-01-24T20:56:27.000Z,disneymagickingdom
61,"Main Street, U.S.A.",146,Meet Mickey at Town Square Theater,True,85,2025-01-24T20:56:27.000Z,disneymagickingdom
61,"Main Street, U.S.A.",1189,"Walt Disney World Railroad - Main Street, U.S.A.",True,10,2025-01-24T20:56:27.000Z,disneymagickingdom
62,Tomorrowland,248,Astro Orbiter,False,0,2025-01-24T20:56:27.000Z,disneymagickingdom
62,Tomorrowland,131,Buzz Lightyear's Space Ranger Spin,True,40,2025-01-24T20:56:27.000Z,disneymagickingdom
62,Tomorrowland,125,Monsters Inc. Laugh Floor,True,10,2025-01-24T20:56:27.000Z,disneymagickingdom
62,Tomorrowland,138,Space Mountain,True,75,2025-01-24T20:56:27.000Z,disneymagickingdom
62,Tomorrowland,143,Tomorrowland Speedway,True,30,2025-01-24T20:56:27.000Z,disneymagickingdom
62,Tomorrowland,1190,Tomorrowland Transit Authority PeopleMover,True,30,2025-01-24T20:56:27.000Z,disneymagickingdom
62,Tomorrowland,11527,TRON Lightcycle / Run,True,120,2025-01-24T20:56:27.000Z,disneymagickingdom
62,Tomorrowland,457,Walt Disney's Carousel of Progress,True,5,2025-01-24T20:56:27.000Z,disneymagickingdom
land_id,land_name,ride_id,ride_name,is_open,wait_time,last_update,park_name
56,Adventureland,1184,A Pirate's Adventure ~ Treasures of the Seven Seas,True,0,2025-01-24T21:55:51.000Z,disneymagickingdom
56,Adventureland,134,Jungle Cruise,True,65,2025-01-24T21:55:51.000Z,disneymagickingdom
56,Adventureland,137,Pirates of the Caribbean,True,45,2025-01-24T21:55:51.000Z,disneymagickingdom
56,Adventureland,355,Swiss Family Treehouse,True,0,2025-01-24T21:55:51.000Z,disneymagickingdom
56,Adventureland,141,The Magic Carpets of Aladdin,True,35,2025-01-24T21:55:51.000Z,disneymagickingdom
56,Adventureland,334,Walt Disney's Enchanted Tiki Room,True,0,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,133,"""it's a small world""",True,25,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,13764,Casey Jr. Splash 'N' Soak Station,True,0,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,13763,Cinderella Castle,True,0,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,132,Dumbo the Flying Elephant,True,55,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,128,Enchanted Tales with Belle,True,35,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,135,Mad Tea Party,True,35,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,147,Meet Ariel at Her Grotto,True,45,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,6700,Meet Cinderella and a Visiting Princess at Princess Fairytale Hall,True,50,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,144,Meet Daring Disney Pals as Circus Stars at Pete's Silly Sideshow,True,40,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,145,Meet Dashing Disney Pals as Circus Stars at Pete's Silly Sideshow,True,60,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,6699,Meet Princess Tiana and a Visiting Princess at Princess Fairytale Hall,True,20,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,171,Mickey's PhilharMagic,True,25,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,136,Peter Pan's Flight,True,75,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,161,Prince Charming Regal Carrousel,True,20,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,129,Seven Dwarfs Mine Train,True,105,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,126,The Barnstormer,True,60,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,142,The Many Adventures of Winnie the Pooh,True,50,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,127,Under the Sea - Journey of The Little Mermaid,True,45,2025-01-24T21:55:51.000Z,disneymagickingdom
57,Fantasyland,1181,Walt Disney World Railroad - Fantasyland,True,35,2025-01-24T21:55:51.000Z,disneymagickingdom
58,Frontierland,130,Big Thunder Mountain Railroad,False,0,2025-01-24T21:55:51.000Z,disneymagickingdom
58,Frontierland,1214,Country Bear Musical Jamboree,True,15,2025-01-24T21:55:51.000Z,disneymagickingdom
58,Frontierland,13630,Tiana's Bayou Adventure,True,0,2025-01-24T21:55:51.000Z,disneymagickingdom
58,Frontierland,465,Tom Sawyer Island,False,0,2025-01-24T21:55:51.000Z,disneymagickingdom
58,Frontierland,1179,Walt Disney World Railroad - Frontierland,True,25,2025-01-24T21:55:51.000Z,disneymagickingdom
60,Liberty Square,140,Haunted Mansion,True,60,2025-01-24T21:55:51.000Z,disneymagickingdom
60,Liberty Square,1187,Liberty Square Riverboat,True,15,2025-01-24T21:55:51.000Z,disneymagickingdom
60,Liberty Square,356,The Hall of Presidents,False,0,2025-01-24T21:55:51.000Z,disneymagickingdom
61,"Main Street, U.S.A.",1188,Main Street Vehicles,False,0,2025-01-24T21:55:51.000Z,disneymagickingdom
61,"Main Street, U.S.A.",146,Meet Mickey at Town Square Theater,True,55,2025-01-24T21:55:51.000Z,disneymagickingdom
61,"Main Street, U.S.A.",1189,"Walt Disney World Railroad - Main Street, U.S.A.",True,25,2025-01-24T21:55:51.000Z,disneymagickingdom
62,Tomorrowland,248,Astro Orbiter,False,0,2025-01-24T21:55:51.000Z,disneymagickingdom
62,Tomorrowland,131,Buzz Lightyear's Space Ranger Spin,True,55,2025-01-24T21:55:51.000Z,disneymagickingdom
62,Tomorrowland,125,Monsters Inc. Laugh Floor,True,20,2025-01-24T21:55:51.000Z,disneymagickingdom
62,Tomorrowland,138,Space Mountain,True,65,2025-01-24T21:55:51.000Z,disneymagickingdom
62,Tomorrowland,143,Tomorrowland Speedway,True,30,2025-01-24T21:55:51.000Z,disneymagickingdom
62,Tomorrowland,1190,Tomorrowland Transit Authority PeopleMover,True,20,2025-01-24T21:55:51.000Z,disneymagickingdom
62,Tomorrowland,11527,TRON Lightcycle / Run,True,115,2025-01-24T21:55:51.000Z,disneymagickingdom
62,Tomorrowland,457,Walt Disney's Carousel of Progress,True,5,2025-01-24T21:55:51.000Z,disneymagickingdom
land_id,land_name,ride_id,ride_name,is_open,wait_time,last_update,park_name
56,Adventureland,1184,A Pirate's Adventure ~ Treasures of the Seven Seas,True,0,2025-01-24T22:55:39.000Z,disneymagickingdom
56,Adventureland,134,Jungle Cruise,True,45,2025-01-24T22:55:39.000Z,disneymagickingdom
56,Adventureland,137,Pirates of the Caribbean,True,35,2025-01-24T22:55:39.000Z,disneymagickingdom
56,Adventureland,355,Swiss Family Treehouse,True,0,2025-01-24T22:55:39.000Z,disneymagickingdom
56,Adventureland,141,The Magic Carpets of Aladdin,True,30,2025-01-24T22:55:39.000Z,disneymagickingdom
56,Adventureland,334,Walt Disney's Enchanted Tiki Room,True,0,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,133,"""it's a small world""",True,40,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,13764,Casey Jr. Splash 'N' Soak Station,True,0,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,13763,Cinderella Castle,True,0,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,132,Dumbo the Flying Elephant,True,55,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,128,Enchanted Tales with Belle,True,20,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,135,Mad Tea Party,True,20,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,147,Meet Ariel at Her Grotto,True,45,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,6700,Meet Cinderella and a Visiting Princess at Princess Fairytale Hall,True,40,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,144,Meet Daring Disney Pals as Circus Stars at Pete's Silly Sideshow,True,45,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,145,Meet Dashing Disney Pals as Circus Stars at Pete's Silly Sideshow,True,50,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,6699,Meet Princess Tiana and a Visiting Princess at Princess Fairytale Hall,True,30,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,171,Mickey's PhilharMagic,True,15,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,136,Peter Pan's Flight,True,75,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,161,Prince Charming Regal Carrousel,True,20,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,129,Seven Dwarfs Mine Train,True,155,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,126,The Barnstormer,True,20,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,142,The Many Adventures of Winnie the Pooh,True,45,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,127,Under the Sea - Journey of The Little Mermaid,True,45,2025-01-24T22:55:39.000Z,disneymagickingdom
57,Fantasyland,1181,Walt Disney World Railroad - Fantasyland,True,35,2025-01-24T22:55:39.000Z,disneymagickingdom
58,Frontierland,130,Big Thunder Mountain Railroad,False,0,2025-01-24T22:55:39.000Z,disneymagickingdom
58,Frontierland,1214,Country Bear Musical Jamboree,True,15,2025-01-24T22:55:39.000Z,disneymagickingdom
58,Frontierland,13630,Tiana's Bayou Adventure,True,0,2025-01-24T22:55:39.000Z,disneymagickingdom
58,Frontierland,465,Tom Sawyer Island,False,0,2025-01-24T22:55:39.000Z,disneymagickingdom
58,Frontierland,1179,Walt Disney World Railroad - Frontierland,True,25,2025-01-24T22:55:39.000Z,disneymagickingdom
60,Liberty Square,140,Haunted Mansion,True,55,2025-01-24T22:55:39.000Z,disneymagickingdom
60,Liberty Square,1187,Liberty Square Riverboat,True,15,2025-01-24T22:55:39.000Z,disneymagickingdom
60,Liberty Square,356,The Hall of Presidents,False,0,2025-01-24T22:55:39.000Z,disneymagickingdom
61,"Main Street, U.S.A.",1188,Main Street Vehicles,False,0,2025-01-24T22:55:39.000Z,disneymagickingdom
61,"Main Street, U.S.A.",146,Meet Mickey at Town Square Theater,True,20,2025-01-24T22:55:39.000Z,disneymagickingdom
61,"Main Street, U.S.A.",1189,"Walt Disney World Railroad - Main Street, U.S.A.",True,25,2025-01-24T22:55:39.000Z,disneymagickingdom
62,Tomorrowland,248,Astro Orbiter,False,0,2025-01-24T22:55:39.000Z,disneymagickingdom
62,Tomorrowland,131,Buzz Lightyear's Space Ranger Spin,True,45,2025-01-24T22:55:39.000Z,disneymagickingdom
62,Tomorrowland,125,Monsters Inc. Laugh Floor,True,15,2025-01-24T22:55:39.000Z,disneymagickingdom
62,Tomorrowland,138,Space Mountain,True,80,2025-01-24T22:55:39.000Z,disneymagickingdom
62,Tomorrowland,143,Tomorrowland Speedway,True,30,2025-01-24T22:55:39.000Z,disneymagickingdom
62,Tomorrowland,1190,Tomorrowland Transit Authority PeopleMover,True,30,2025-01-24T22:55:39.000Z,disneymagickingdom
62,Tomorrowland,11527,TRON Lightcycle / Run,True,125,2025-01-24T22:55:39.000Z,disneymagickingdom
62,Tomorrowland,457,Walt Disney's Carousel of Progress,True,5,2025-01-24T22:55:39.000Z,disneymagickingdom
